,OBJECTID,GEOCODIG_M,UF,Sigla,Nome_Munic,Região,Mesorregiã,Nome_Meso,Microrregi,Nome_Micro,Shape_Leng,Shape_Area,geometry,PRECTOT,QV2M,RH2M,PS,T2M_MAX,T2M_MIN,T2M,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M,T2M_MAX_MAXIMO,WS50M_MAX_MAXIMO,WS10M_MAX_MAXIMO,T2M_MIN_MINIMO,WS50M_MIN_MINIMO,WS10M_MIN_MINIMO,PRECTOT_SUM,IDH,POPULACAO,SRF_ALB,DNR,DIFF,KT,ALLSKY_SFC_SW_DWN,SG_DAY_HOUR_AVG
116,117,2509305.0,25,PB,Mataraca,Nordeste,2504,Mata Paraibana,25020,Litoral Norte,0.591459307189,0.0149297815,"POLYGON ((-34.96717999999782 -6.491959999999381, -34.96517999999924 -6.602709999999206, -34.97243999999773 -6.600579999998445, -34.97231999999894 -6.596389999998792, -34.97828999999911 -6.600209999998697, -34.99264999999832 -6.594769999997879, -35.00066999999945 -6.59617999999864, -35.02019999999902 -6.593669999998383, -35.02582999999868 -6.592259999999442, -35.03998999999931 -6.597259999998641, -35.05769999999939 -6.609079999998357, -35.08779999999933 -6.625379999997676, -35.09493999999904 -6.613789999999426, -35.1040499999981 -6.606419999998252, -35.1034499999987 -6.589819999999236, -35.12809999999808 -6.588049999998475, -35.13300999999774 -6.583879999998317, -35.136239999998 -6.576249999998254, -35.1310199999989 -6.565069999998741, -35.13352999999915 -6.55735999999888, -35.11929999999847 -6.544709999998304, -35.11190999999781 -6.507449999999153, -35.11222999999882 -6.504719999998997, -35.10335999999916 -6.505439999998998, -35.10133999999925 -6.49974999999904, -35.09521999999924 -6.497279999997772, -35.06681999999819 -6.524259999998321, -35.05740999999944 -6.527389999999286, -35.03663999999844 -6.516719999997804, -35.02821999999833 -6.505119999997987, -35.01847999999882 -6.502659999998286, -35.0107999999982 -6.505719999999201, -34.99174999999923 -6.50108999999793, -34.97936999999911 -6.489729999999327, -34.97124999999869 -6.484839999999167, -34.96845999999823 -6.489729999999327, -34.96717999999782 -6.491959999999381))",3.1185541037538282,0.015610766032848325,74.46099497905033,99.80105428466965,30.0921199539146,23.08044665994256,25.88882041566369,6.032821734000938,3.877133650178133,8.264251240661777,7.0710923446686795,7.1277311796077525,5.411118368403164,35.28,13.83,11.14,18.94,0.19,0.07,40964.1,0.573,4 516,0.22,4.97,2.02,0.54,5.38,12.110833333333336
117,118,2509339.0,25,PB,Matinhas,Nordeste,2503,Agreste Paraibano,25015,Brejo Paraibano,0.33400427642700004,0.00314675454996,"POLYGON ((-35.70760999999766 -7.103849999997692, -35.7294899999979 -7.120159999998577, -35.73421999999846 -7.123649999997724, -35.73967999999877 -7.122099999998682, -35.75209999999788 -7.133509999997841, -35.7643399999979 -7.139419999997699, -35.77036999999837 -7.139149999999063, -35.78576999999859 -7.150649999997768, -35.78901999999835 -7.142879999999423, -35.78295999999864 -7.136789999998655, -35.78683999999885 -7.133209999998144, -35.79391999999825 -7.132909999998446, -35.80089999999836 -7.128639999998995, -35.80614999999852 -7.131409999998141, -35.80630999999812 -7.131459999998697, -35.81233999999858 -7.126309999997829, -35.81875999999829 -7.13763999999901, -35.8263399999978 -7.133939999997892, -35.82961999999861 -7.125679999999193, -35.82482999999775 -7.121769999997923, -35.81780999999864 -7.109259999999267, -35.8155599999991 -7.106799999997747, -35.81329999999798 -7.102129999999306, -35.80467999999928 -7.101419999999052, -35.79527999999846 -7.1056299999982, -35.79471999999805 -7.106259999998656, -35.77531999999883 -7.102239999998346, -35.76928999999836 -7.104189999998198, -35.75270999999884 -7.108069999998406, -35.72269999999844 -7.098539999999048, -35.72135999999773 -7.096369999999297, -35.71809999999823 -7.090699999998833, -35.71094999999877 -7.088549999998577, -35.70762999999897 -7.090049999998882, -35.70760999999766 -7.103849999997692))",2.3760224696066365,0.014362358269372153,71.72949215796555,97.57518493707731,31.190095994680057,20.54708205098306,24.807906841608734,5.5427757075150135,3.2716054764822955,8.433991171848794,7.027437039893924,6.894188867811677,5.1159590641693775,38.33,13.59,10.75,15.65,0.31,0.11,31194.2,0.5760000000000001,2 889,0.21,4.89,2.02,0.54,5.34,12.11
118,119,2509370.0,25,PB,Mato Grosso,Nordeste,2501,Sertão Paraibano,25001,Catolé do Rocha,0.432714316014,0.00684226904997,"POLYGON ((-37.69167999999809 -6.518939999998111, -37.69052999999803 -6.524889999998777, -37.68460999999843 -6.524289999999382, -37.68405999999777 -6.52733999999873, -37.66597999999794 -6.536749999999302, -37.66548999999941 -6.541289999999208, -37.6655299999984 -6.547589999998308, -37.68912999999884 -6.548539999997956, -37.69725999999901 -6.545979999998963, -37.69001999999819 -6.556989999999132, -37.70369999999821 -6.563259999998991, -37.71531999999934 -6.561689999998634, -37.71338999999898 -6.570769999998447, -37.71759999999813 -6.578259999998409, -37.72629999999845 -6.580289999998058, -37.74387999999817 -6.578249999998661, -37.75260999999773 -6.584659999998621, -37.75445999999829 -6.594719999999143, -37.77393999999913 -6.597579999997834, -37.787769999999 -6.59617999999864, -37.80017999999836 -6.59483999999793, -37.80184999999801 -6.584539999998015, -37.79642999999851 -6.567269999997734, -37.79484999999841 -6.564109999999346, -37.78363999999783 -6.563689999999042, -37.76518999999826 -6.554359999998269, -37.754719999999 -6.52610999999888, -37.75085999999828 -6.493859999998676, -37.74723999999878 -6.490349999998216, -37.73303999999916 -6.487859999999273, -37.7299699999985 -6.496319999998377, -37.71745999999803 -6.499049999998533, -37.70995999999832 -6.500239999999394, -37.70159999999851 -6.514039999998204, -37.69167999999809 -6.518939999998111))",2.1624079332954707,0.013158395262127429,57.503448995356386,97.77806344424437,34.64428481412082,21.10088334186721,27.325471639564245,4.352371513064194,2.8647202402409704,8.515067602364864,6.506083858179183,6.217105468021983,4.549850580475466,40.08,12.86,10.08,15.62,0.03,0.02,28250.45,0.5529999999999999,6 506,0.2,6.07,1.85,0.6,5.95,12.11
119,120,2509396.0,25,PB,Maturéia,Nordeste,2501,Sertão Paraibano,25007,Serra do Teixeira,0.40572432603,0.00685265519997,"POLYGON ((-37.31543999999849 -7.279289999998582, -37.31361999999899 -7.288949999998295, -37.33224999999766 -7.28932999999779, -37.34569999999803 -7.308559999997669, -37.35693999999785 -7.322709999998551, -37.34916999999768 -7.33661999999822, -37.38536999999815 -7.356289999997898, -37.39527999999882 -7.336229999998977, -37.39563999999882 -7.333319999997912, -37.39272999999775 -7.319219999999405, -37.39811999999802 -7.314759999999296, -37.39731999999822 -7.307599999998274, -37.38056999999935 -7.295529999999417, -37.38590999999906 -7.290619999997944, -37.39435999999841 -7.277039999999033, -37.40772999999899 -7.269139999998515, -37.40509999999813 -7.264279999999417, -37.39924999999857 -7.257229999999254, -37.3871799999979 -7.253929999998945, -37.37075999999797 -7.241479999998774, -37.35677999999825 -7.240989999998419, -37.35580999999911 -7.240169999999125, -37.34562999999798 -7.2296899999983, -37.33409999999822 -7.227799999998751, -37.32448999999906 -7.233989999998812, -37.3226399999985 -7.241509999998016, -37.31562999999915 -7.241319999999178, -37.30420999999842 -7.251449999997931, -37.30907999999908 -7.253289999998742, -37.30566999999792 -7.261789999998655, -37.31176999999843 -7.271379999998317, -37.31543999999849 -7.279289999998582))",1.9922698157662937,0.012907827497024177,60.46281208464776,95.78314740437641,33.271056572080376,19.821491207590547,25.677844263320214,5.204080820436876,3.7579338419574566,9.092786630267707,7.112224336625742,6.959146350148019,5.270680540412824,39.07,13.62,10.93,14.34,0.04,0.02,26039.02,0.5529999999999999,13 308,0.19,5.97,1.86,0.59,5.9,12.11
120,121,2509404.0,25,PB,Mogeiro,Nordeste,2503,Agreste Paraibano,25018,Itabaiana,0.654839333892,0.01795080325,"POLYGON ((-35.46544999999787 -7.176839999998265, -35.45775999999933 -7.179229999997915, -35.46503999999914 -7.189369999998235, -35.46247999999832 -7.213219999997818, -35.45854999999938 -7.216139999998632, -35.4534999999978 -7.219709999999395, -35.45565999999781 -7.2291099999984, -35.44867999999769 -7.246479999997973, -35.45079999999871 -7.253989999999249, -35.44960999999785 -7.254599999998391, -35.41735999999764 -7.276139999998122, -35.41084999999839 -7.299229999998715, -35.40036999999938 -7.31673999999839, -35.43168999999943 -7.318659999998999, -35.43774999999914 -7.318909999998141, -35.45537999999942 -7.328619999998409, -35.44811999999911 -7.346849999998085, -35.44273999999859 -7.353499999999258, -35.44449999999779 -7.353929999999309, -35.46347999999853 -7.360289999998713, -35.48297999999886 -7.364519999999175, -35.48609999999826 -7.364749999998821, -35.49319999999898 -7.367279999998573, -35.50445999999829 -7.374439999997776, -35.51302999999825 -7.375499999998283, -35.52175999999781 -7.383159999999407, -35.52223999999842 -7.384159999997792, -35.52278999999908 -7.385279999998602, -35.52324999999837 -7.388779999999315, -35.53235999999924 -7.392589999997654, -35.53450999999768 -7.392669999999271, -35.53617999999915 -7.387279999999009, -35.5476099999978 -7.350749999997788, -35.55702999999812 -7.324809999998251, -35.56490999999914 -7.303149999997913, -35.5375699999986 -7.275389999998879, -35.53539999999884 -7.25278999999864, -35.52619999999843 -7.236329999997906, -35.52139999999781 -7.234169999997903, -35.52751999999782 -7.22030999999879, -35.51423999999861 -7.212829999998576, -35.51538999999866 -7.205559999998513, -35.51538999999866 -7.201619999998002, -35.51054999999906 -7.198459999997795, -35.50656999999774 -7.200169999998252, -35.50251999999819 -7.195549999998548, -35.49178999999822 -7.194559999998091, -35.48812999999791 -7.195589999999356, -35.48810999999841 -7.191729999998643, -35.48194999999942 -7.189279999998689, -35.47895999999855 -7.178509999997914, -35.47043999999914 -7.179619999998977, -35.46544999999787 -7.176839999998265))",3.258337717307393,0.015365943570193856,74.45880496063626,99.57443342041323,30.24730480804412,22.491636558992653,25.60422411825161,5.679511592466056,3.3524346018528326,8.053253368246219,6.868815835815022,6.829848755929576,5.015669024396106,36.05,13.5,10.78,18.13,0.17,0.12,42824.74000000001,0.545,5 598,0.21,4.89,2.02,0.54,5.34,12.105000000000002
121,122,2509503.0,25,PB,Montadas,Nordeste,2503,Agreste Paraibano,25014,Esperança,0.199501179623,0.00209035285006,"POLYGON ((-35.92973999999776 -7.107319999999163, -35.9472199999982 -7.10906999999861, -35.96842999999899 -7.108989999998812, -35.96852999999828 -7.108959999997751, -35.97915999999896 -7.100469999999405, -35.97389999999905 -7.078999999997905, -35.96239999999852 -7.068639999997686, -35.96161999999822 -7.068849999997838, -35.92718999999852 -7.078379999999015, -35.92194999999811 -7.080009999997856, -35.90962999999829 -7.084019999998418, -35.89616999999816 -7.083879999998317, -35.9211699999978 -7.1023699999987, -35.92863999999827 -7.106779999998253, -35.92973999999776 -7.107319999999163))",2.3760224696066365,0.014362358269372153,71.72949215796555,97.57518493707731,31.190095994680057,20.54708205098306,24.807906841608734,5.5427757075150135,3.2716054764822955,8.433991171848794,7.027437039893924,6.894188867811677,5.1159590641693775,38.33,13.59,10.75,15.65,0.31,0.11,31194.2,0.58,4 789,0.21,4.89,2.02,0.54,5.34,12.1075
122,123,2509602.0,25,PB,Monte Horebe,Nordeste,2501,Sertão Paraibano,25002,Cajazeiras,0.638494216277,0.00950609700001,"POLYGON ((-38.51819999999861 -7.182279999999082, -38.45389999999861 -7.184199999997873, -38.45071999999891 -7.194779999997991, -38.4471999999987 -7.196549999998751, -38.43213999999898 -7.198199999998906, -38.41192999999839 -7.190809999998237, -38.40632999999798 -7.197449999997843, -38.40497999999934 -7.199909999999363, -38.40617999999813 -7.20719999999892, -38.43107999999847 -7.226489999999103, -38.44286999999895 -7.220759999998336, -38.44408999999905 -7.212679999998727, -38.45445999999902 -7.211069999999381, -38.45980999999847 -7.1924999999992, -38.46980999999869 -7.199529999998049, -38.46702999999798 -7.207409999999072, -38.47298999999839 -7.215259999999034, -38.480349999998 -7.216629999998986, -38.49920999999813 -7.217119999999341, -38.52366999999867 -7.2312099999981, -38.53062999999929 -7.23055999999815, -38.54374999999891 -7.238139999997657, -38.5453099999977 -7.248289999997723, -38.55079999999907 -7.250999999998385, -38.55408999999781 -7.251449999997931, -38.55160999999862 -7.243069999998625, -38.55657999999858 -7.239279999997962, -38.58272999999826 -7.247979999998279, -38.59475999999813 -7.246119999997973, -38.60028999999849 -7.23435999999856, -38.6050699999978 -7.236469999998008, -38.61500999999771 -7.229779999997845, -38.61905999999908 -7.220319999998537, -38.62269999999808 -7.207269999998971, -38.61943999999858 -7.196649999998044, -38.62444999999934 -7.190919999999096, -38.63619999999901 -7.193349999997736, -38.64384999999857 -7.183359999999084, -38.63466999999946 -7.182949999998527, -38.61530999999923 -7.182369999998627, -38.56957999999941 -7.184049999998024, -38.56445999999778 -7.174569999999221, -38.55514999999832 -7.172259999999369, -38.55476999999883 -7.172209999998813, -38.52197999999771 -7.170419999998558, -38.51769999999851 -7.173219999998764, -38.51819999999861 -7.182279999999082))",2.387401957495395,0.012904518968092115,58.452560508025776,96.25207384141554,33.37174046124394,20.543857209558734,26.52103932530609,4.07216959252442,2.450239802197915,7.837867022232717,5.926932277045043,5.785416870327211,4.125738891059143,39.84,13.49,10.9,14.68,0.03,0.02,31190.32,0.611,33 007,0.16,5.6,1.92,0.57,5.7,12.107500000000002
123,124,2509701.0,25,PB,Monteiro,Nordeste,2502,Borborema,25010,Cariri Ocidental,1.47301481387,0.0808810984999,"POLYGON ((-37.0125999999982 -7.750619999998889, -36.99886999999944 -7.77208999999857, -36.9756899999993 -7.808309999998528, -36.96134999999776 -7.830709999998362, -36.93591999999808 -7.870509999998831, -36.93413999999939 -7.873309999999037, -36.92910999999913 -7.961569999997664, -36.92893999999797 -7.964509999997972, -36.92479999999887 -8.036569999998392, -36.93327999999929 -8.043979999998555, -36.94596999999885 -8.047569999998814, -36.96876999999768 -8.060199999998076, -36.97759999999835 -8.053199999998469, -36.98818999999821 -8.053349999998318, -37.02479999999923 -8.041119999998045, -37.0380499999992 -8.043639999998049, -37.06819999999789 -8.033299999999144, -37.07906999999796 -8.04562999999871, -37.09264999999868 -8.050569999999425, -37.10489999999845 -8.048009999998612, -37.11153999999806 -8.0404499999986, -37.12479999999778 -8.039229999998497, -37.12986999999885 -8.024169999998776, -37.14922999999908 -8.023329999998168, -37.14930999999888 -8.022399999998015, -37.15144999999939 -8.008999999998196, -37.16007999999783 -7.996739999998681, -37.17496999999821 -7.996449999998731, -37.17804999999862 -7.990169999999125, -37.18512999999803 -7.990029999999024, -37.18792999999823 -7.98254999999881, -37.19304999999804 -7.982459999999264, -37.19232999999804 -7.960189999997965, -37.20704999999907 -7.951789999999164, -37.21252999999888 -7.954499999998006, -37.21693999999843 -7.955979999998817, -37.22108999999909 -7.961999999997715, -37.21924999999828 -7.972379999999248, -37.22843999999895 -7.972179999998843, -37.23041999999805 -7.968989999999394, -37.23699999999917 -7.972899999998845, -37.24663999999939 -7.968949999998586, -37.26318999999785 -7.967769999999291, -37.27705999999853 -7.971569999997882, -37.2952299999979 -7.964509999997972, -37.30298999999832 -7.969799999998941, -37.31664999999884 -7.967649999998685, -37.33943999999792 -7.979389999998602, -37.34093999999823 -7.974119999998948, -37.35552999999891 -7.975449999998091, -37.35583999999835 -7.972319999998945, -37.34757999999783 -7.954999999998108, -37.34986999999819 -7.948179999999411, -37.33438999999817 -7.942639999999301, -37.3172799999993 -7.942359999999098, -37.31435999999849 -7.935519999999087, -37.30862999999772 -7.933769999997821, -37.30770999999913 -7.926649999999427, -37.31105999999818 -7.921239999997852, -37.30763999999908 -7.91457999999875, -37.31291999999848 -7.910969999998997, -37.32242999999835 -7.91258999999809, -37.31841999999779 -7.908549999998286, -37.30693999999858 -7.906899999998132, -37.30330999999933 -7.903769999998985, -37.287049999999 -7.903469999999288, -37.25303999999778 -7.879829999998037, -37.24374999999782 -7.873439999999391, -37.24651999999878 -7.867769999998927, -37.24457999999868 -7.86116999999831, -37.25002999999924 -7.85323999999855, -37.24680999999873 -7.846389999998792, -37.22174999999879 -7.841839999999138, -37.2278099999985 -7.821109999998953, -37.24011999999857 -7.822679999999309, -37.24330999999802 -7.818589999998949, -37.2298299999984 -7.812699999998586, -37.23021999999764 -7.806329999999434, -37.22265999999945 -7.803649999998015, -37.21706999999878 -7.806279999998878, -37.19761999999901 -7.798509999998714, -37.1911999999993 -7.790759999998045, -37.18268999999782 -7.790309999998499, -37.17539999999826 -7.795919999998659, -37.17032999999901 -7.799819999998363, -37.17101999999795 -7.79475999999886, -37.1679099999983 -7.794709999998304, -37.15946999999869 -7.792809999999008, -37.15160999999898 -7.779439999998431, -37.13605999999891 -7.781829999998081, -37.12745999999788 -7.773649999999179, -37.11816999999792 -7.775879999999233, -37.11476999999832 -7.769539999999324, -37.10405999999784 -7.773769999997967, -37.09779999999773 -7.772789999999077, -37.08799999999792 -7.76082999999926, -37.0794399999977 -7.761279999998806, -37.05883999999787 -7.751329999999143, -37.05406999999832 -7.743599999997969, -37.04355999999825 -7.737399999998161, -37.02486999999928 -7.717439999998533, -37.0125999999982 -7.750619999998889))",1.8839965545074573,0.012680240498450906,61.52297391085136,94.58902636202434,32.513105052117965,19.110031988560678,24.858057821692924,5.088111886823593,3.696509485480634,8.765935383021604,6.886918776656112,6.773097609863889,5.156111845135102,38.43,13.71,10.98,13.43,0.02,0.06,24644.15,0.603,9 878,0.19,5.97,1.86,0.59,5.9,12.108333333333333
124,125,2509800.0,25,PB,Mulungu,Nordeste,2503,Agreste Paraibano,25016,Guarabira,0.598851076903,0.01600804445,"POLYGON ((-35.34064999999828 -6.955959999999322, -35.31688999999824 -6.984929999998712, -35.31684999999925 -6.985059999999066, -35.32342999999855 -6.987449999998717, -35.36418999999842 -6.997839999998178, -35.37058999999863 -7.00691999999799, -35.37067999999817 -7.007169999998951, -35.37063999999918 -7.021599999998216, -35.37537999999768 -7.023189999998067, -35.37553999999909 -7.032189999998081, -35.390919999998 -7.044089999999414, -35.40614999999889 -7.042929999997796, -35.41662999999789 -7.043269999998302, -35.42212999999902 -7.056139999998777, -35.44215999999869 -7.070229999999356, -35.4519199999977 -7.073519999998098, -35.49083999999857 -7.066359999998895, -35.49684999999772 -7.033149999999296, -35.50110999999924 -7.025909999998476, -35.50666999999885 -7.025479999998424, -35.51012999999875 -7.031639999999243, -35.51501999999891 -7.030399999997826, -35.51496999999836 -7.022289999998975, -35.51971999999842 -7.018589999997857, -35.51493999999911 -7.005749999998443, -35.52362999999787 -6.991389999999228, -35.51895999999942 -6.985829999997804, -35.4793899999986 -6.98989999999867, -35.46337999999923 -6.981429999997999, -35.45917999999801 -6.973739999999452, -35.45989999999802 -6.963659999999436, -35.45430999999917 -6.96306999999797, -35.44457999999941 -6.953179999998611, -35.44109999999819 -6.944149999999354, -35.42765999999938 -6.941689999997834, -35.42652999999882 -6.934789999999339, -35.41073999999935 -6.930639999998675, -35.39324999999917 -6.928999999998268, -35.38098999999784 -6.932539999997971, -35.36245999999846 -6.939719999998488, -35.34560999999849 -6.941079999998692, -35.34278999999879 -6.942009999998845, -35.34064999999828 -6.955959999999322))",3.258337717307393,0.015365943570193856,74.45880496063626,99.57443342041323,30.24730480804412,22.491636558992653,25.60422411825161,5.679511592466056,3.3524346018528326,8.053253368246219,6.868815835815022,6.829848755929576,5.015669024396106,36.05,13.5,10.78,18.13,0.17,0.12,42824.74000000001,0.5670000000000001,10 458,0.21,4.89,2.02,0.54,5.34,12.11
125,126,2509909.0,25,PB,Natuba,Nordeste,2503,Agreste Paraibano,25019,Umbuzeiro,0.7617157060959999,0.015879124550000002,"POLYGON ((-35.56795999999849 -7.438209999998435, -35.55670999999893 -7.444099999998798, -35.55107999999927 -7.441169999998237, -35.54795999999806 -7.447789999998349, -35.54338999999891 -7.449319999997897, -35.55002999999851 -7.465049999998882, -35.54596999999922 -7.471109999998589, -35.55229999999938 -7.475369999998293, -35.55239999999867 -7.481199999998353, -35.5408899999984 -7.493469999999434, -35.5376099999994 -7.49688999999853, -35.50368999999773 -7.49934999999823, -35.50159999999778 -7.5120999999981, -35.5044999999991 -7.513629999997647, -35.50884999999835 -7.517079999997804, -35.5104199999987 -7.527839999998832, -35.51937999999791 -7.535039999998844, -35.51958999999806 -7.549969999998211, -35.52382999999827 -7.558399999998073, -35.52687999999944 -7.569549999998344, -35.53693999999814 -7.580229999997755, -35.53694999999789 -7.580309999999372, -35.53697999999895 -7.580309999999372, -35.53750999999829 -7.586229999998977, -35.53063999999904 -7.589599999999336, -35.51485999999932 -7.584609999998065, -35.51758999999765 -7.58929999999782, -35.52082999999766 -7.59599999999773, -35.51776999999856 -7.606019999999262, -35.52547999999842 -7.607149999998001, -35.53135999999904 -7.621259999998074, -35.51473999999871 -7.642839999998614, -35.52661999999873 -7.644709999998668, -35.53247999999803 -7.654409999999189, -35.54756999999881 -7.656929999999193, -35.55308999999943 -7.658239999998841, -35.56045999999878 -7.659459999998944, -35.56546999999773 -7.656249999998181, -35.57308999999805 -7.654689999999391, -35.58873999999923 -7.650389999998879, -35.59715999999935 -7.653929999998581, -35.60932999999932 -7.653369999998176, -35.61549999999806 -7.658539999998538, -35.61917999999787 -7.663669999998092, -35.65162999999848 -7.644269999998869, -35.65028999999777 -7.637179999997898, -35.64009999999871 -7.636559999999008, -35.63874999999825 -7.628669999998237, -35.62982999999804 -7.623279999997976, -35.62405999999828 -7.608039999999164, -35.61653999999908 -7.60580999999911, -35.61015999999836 -7.61775999999918, -35.59741999999824 -7.617929999998523, -35.59496999999828 -7.616489999998521, -35.58977999999843 -7.604409999998097, -35.5999899999988 -7.588709999998173, -35.60069999999905 -7.578809999999066, -35.60191999999915 -7.552679999998873, -35.59431999999833 -7.540109999998094, -35.59507999999914 -7.525019999999131, -35.5950699999994 -7.524899999998524, -35.59226999999919 -7.504749999998239, -35.59114999999838 -7.488659999999072, -35.58812999999827 -7.480829999998605, -35.58216999999786 -7.461669999998776, -35.58364999999867 -7.450179999997999, -35.56795999999849 -7.438209999998435))",2.5212966751711194,0.014265254570658806,72.62775222254841,97.179811789763,30.75981421866938,20.206283657510408,24.418015202076372,5.305519366388875,3.0114364680259085,8.186616445092334,6.83804120999376,6.6394855848552075,4.880603145850376,38.18,13.86,10.78,14.69,0.12,0.04,33131.020000000004,0.513,7 312,0.21,4.89,2.02,0.54,5.34,12.110833333333336
126,127,2510006.0,25,PB,Nazarezinho,Nordeste,2501,Sertão Paraibano,25003,Sousa,0.536059356224,0.01414832095,"POLYGON ((-38.31296999999904 -6.897209999999177, -38.2914699999983 -6.909169999998994, -38.28102999999828 -6.905979999997726, -38.27585999999792 -6.910329999998794, -38.2569399999993 -6.904229999998279, -38.25243999999839 -6.904779999998937, -38.24511999999777 -6.938599999997678, -38.2536999999993 -6.994299999998475, -38.26227999999901 -6.99282999999923, -38.31128999999783 -6.993019999998069, -38.31459999999788 -6.993029999997816, -38.36229999999887 -6.988309999998819, -38.38736999999855 -6.986579999998867, -38.40459999999803 -6.96769999999924, -38.4224699999977 -6.965989999998783, -38.42342999999892 -6.962369999999282, -38.42694999999912 -6.936609999998836, -38.42629999999917 -6.931409999999232, -38.411329999999 -6.925809999998819, -38.40136999999777 -6.928779999998369, -38.38294999999925 -6.928199999998469, -38.3805799999991 -6.923799999998664, -38.37849999999889 -6.918699999998353, -38.36736999999812 -6.921119999999064, -38.36537999999928 -6.919609999999011, -38.36937999999827 -6.914129999999204, -38.36315999999897 -6.909839999998439, -38.35615999999936 -6.895339999999123, -38.34848999999849 -6.88064999999915, -38.324459999998 -6.875069999998232, -38.31296999999904 -6.897209999999177))",2.215988616834696,0.013115111406192065,57.46288501375968,97.4744083569241,34.23439328579864,21.163572640786946,27.276839617383022,4.215261797414038,2.6373278728765848,8.24555776057024,6.2868942437143565,6.024128734675801,4.360326390544167,39.95,12.9,10.13,15.69,0.06,0.04,28953.6,0.579,10 651,0.17,5.75,1.9,0.58,5.78,12.111666666666665
127,128,2510105.0,25,PB,Nova Floresta,Nordeste,2503,Agreste Paraibano,25012,Curimataú Ocidental,0.31705598547,0.00385780425005,"POLYGON ((-36.18027999999867 -6.469529999998485, -36.22472999999809 -6.558969999998226, -36.22503999999935 -6.513279999999213, -36.22547999999915 -6.483259999999063, -36.22571999999855 -6.467229999998381, -36.22591999999895 -6.451849999997648, -36.22593999999845 -6.4516999999978, -36.22619999999915 -6.43362999999772, -36.2038599999978 -6.43181999999797, -36.17412999999942 -6.430359999998473, -36.18020999999862 -6.469109999998182, -36.18027999999867 -6.469529999998485))",2.1111068598045453,0.01406399878440649,68.5318705051223,97.07594862016,32.02641526581072,20.404781385058453,25.132739949333786,6.302884212359706,4.2595243675365335,9.341904963296964,7.615551102979403,7.684639237723474,5.887024069831657,38.92,14.66,11.48,15.62,0.08,0.04,27658.02,0.606,5 978,0.2,5.87,1.88,0.58,5.86,12.11
128,129,2510204.0,25,PB,Nova Olinda,Nordeste,2501,Sertão Paraibano,25005,Piancó,0.462311308763,0.00684818099998,"POLYGON ((-37.98225999999886 -7.534379999999146, -37.99395999999797 -7.537669999997888, -38.00094999999783 -7.530449999998382, -38.02537999999913 -7.524439999999231, -38.04634999999871 -7.514289999999164, -38.03743999999824 -7.506549999998242, -38.03499999999804 -7.499219999997877, -38.04111999999805 -7.483359999998356, -38.0444899999984 -7.480969999998706, -38.04484999999841 -7.480419999998048, -38.05026999999791 -7.473469999998997, -38.04753999999775 -7.463389999998981, -38.05118999999831 -7.454169999999067, -38.04565999999795 -7.450019999998403, -38.0477499999979 -7.443119999998089, -38.05319999999847 -7.435439999999289, -38.05204999999842 -7.42873999999938, -38.05472999999802 -7.424209999999221, -38.06068999999843 -7.422809999998208, -38.06914999999935 -7.409229999999297, -38.06572999999844 -7.403419999998732, -38.07912999999826 -7.388919999999416, -38.05298999999832 -7.393859999998313, -38.0458099999978 -7.403019999997923, -38.04986999999892 -7.410849999998391, -38.03279999999904 -7.428259999998772, -38.02268999999797 -7.434889999998632, -38.00404999999773 -7.440759999997681, -38.00402999999824 -7.440859999998793, -37.99601999999868 -7.450929999999062, -37.98572999999851 -7.475819999997839, -37.97181999999884 -7.486529999998311, -37.95376999999826 -7.500929999998334, -37.97958999999901 -7.525359999997818, -37.9737499999992 -7.532209999999395, -37.98225999999886 -7.534379999999146))",2.215988616834696,0.013115111406192065,57.46288501375968,97.4744083569241,34.23439328579864,21.163572640786946,27.276839617383022,4.215261797414038,2.6373278728765848,8.24555776057024,6.2868942437143565,6.024128734675801,4.360326390544167,39.95,12.9,10.13,15.69,0.06,0.04,28953.6,0.605,4 840,0.16,5.6,1.92,0.57,5.7,12.10666666666667
