,OBJECTID,GEOCODIG_M,UF,Sigla,Nome_Munic,Região,Mesorregiã,Nome_Meso,Microrregi,Nome_Micro,Shape_Leng,Shape_Area,geometry,PRECTOT,QV2M,RH2M,PS,T2M_MAX,T2M_MIN,T2M,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M,T2M_MAX_MAXIMO,WS50M_MAX_MAXIMO,WS10M_MAX_MAXIMO,T2M_MIN_MINIMO,WS50M_MIN_MINIMO,WS10M_MIN_MINIMO,PRECTOT_SUM,IDH,POPULACAO,SRF_ALB,DNR,DIFF,KT,ALLSKY_SFC_SW_DWN,SG_DAY_HOUR_AVG
23,24,2501609.0,25,PB,Barra de Santa Rosa,Nordeste,2503,Agreste Paraibano,25012,Curimataú Ocidental,1.1604820912,0.0633756378999,"POLYGON ((-35.97422999999799 -6.604879999998957, -35.99447999999938 -6.64031999999861, -36.0063799999989 -6.650469999998677, -36.00406999999905 -6.653329999999187, -36.00818999999865 -6.663549999999304, -36.00617999999849 -6.671979999999166, -35.99705999999787 -6.67967999999928, -35.99822999999924 -6.684719999999288, -35.99378999999863 -6.691849999999249, -35.97615999999834 -6.705439999997907, -35.9712299999992 -6.705269999998563, -35.96218999999837 -6.696959999999308, -35.94867999999769 -6.698139999998602, -35.94203999999809 -6.705199999998513, -35.93389999999818 -6.717899999997826, -35.9223899999979 -6.719909999997981, -35.92219999999907 -6.73091999999815, -35.89854999999807 -6.743569999998726, -35.89614999999867 -6.749989999998434, -35.90261999999893 -6.757629999998244, -35.89934999999787 -6.773009999998976, -35.90530999999828 -6.778129999998782, -35.90656999999919 -6.78425999999854, -35.89737999999852 -6.793199999998251, -35.91645999999855 -6.795779999998558, -35.92326999999932 -6.814979999999196, -35.93841999999859 -6.828449999999066, -35.93856999999844 -6.828559999998106, -36.00187999999798 -6.869359999998778, -36.02444999999898 -6.879279999999198, -36.03238999999849 -6.881499999997686, -36.05516999999782 -6.893389999999272, -36.07137999999941 -6.906519999998636, -36.09813999999824 -6.923479999997653, -36.11251999999877 -6.930769999999029, -36.14621999999872 -6.943289999999251, -36.14735999999903 -6.943539999998393, -36.16989999999896 -6.941109999997934, -36.18865999999798 -6.921479999999065, -36.26124999999774 -6.84541999999783, -36.26110999999764 -6.845119999998133, -36.24857999999767 -6.830769999998665, -36.16639999999825 -6.736659999998665, -36.14943999999923 -6.717249999997875, -36.14937999999893 -6.717169999998077, -36.10633999999845 -6.667919999998048, -36.10611999999855 -6.667669999998907, -36.06496999999945 -6.651519999999437, -36.04533999999876 -6.638189999997849, -36.04441999999835 -6.637959999998202, -36.0373299999992 -6.638259999997899, -36.01114999999845 -6.621539999998276, -36.00040999999874 -6.618099999997867, -35.98828999999932 -6.606819999999061, -35.96917999999823 -6.589029999999184, -35.97422999999799 -6.604879999998957))",2.054490378725234,0.01375057398084512,69.02477632493384,95.89892669035801,31.405828564721627,19.738200971206986,24.440238513900905,6.220575922774768,4.3187464450138595,9.298646393369175,7.566475495749737,7.619834268933443,5.887415165513122,38.4,14.39,11.34,14.65,0.16,0.11,26923.97,0.575,5 939,0.2,5.87,1.88,0.58,5.86,12.1125
24,25,2501708.0,25,PB,Barra de São Miguel,Nordeste,2502,Borborema,25011,Cariri Oriental,1.1626756781,0.0488024433,"POLYGON ((-36.22002999999859 -7.597539999998844, -36.20444999999927 -7.615559999998368, -36.1969999999983 -7.639599999998609, -36.1982999999982 -7.643959999999424, -36.19762999999875 -7.645059999998921, -36.15965999999935 -7.688439999998081, -36.15945999999894 -7.693689999998242, -36.16273999999794 -7.7306299999982, -36.1581499999993 -7.752309999998033, -36.15356999999858 -7.756969999998546, -36.1351399999985 -7.761659999998301, -36.12735999999859 -7.769039999999222, -36.12648999999874 -7.78378999999768, -36.14303999999902 -7.781149999998888, -36.18193999999858 -7.783429999997679, -36.2006199999978 -7.789489999999205, -36.20614999999816 -7.769969999999375, -36.21629999999823 -7.763689999997951, -36.24596999999812 -7.784899999998743, -36.25385999999889 -7.795979999998963, -36.253999999999 -7.80127999999786, -36.23919999999816 -7.81079999999929, -36.23967999999877 -7.817269999997734, -36.25295999999798 -7.829539999998815, -36.26316999999835 -7.83132999999907, -36.27077999999892 -7.830159999997704, -36.29402999999911 -7.81148999999823, -36.30879999999888 -7.806279999998878, -36.33654999999817 -7.809009999999034, -36.36037999999826 -7.805309999997917, -36.37311999999838 -7.812209999998231, -36.39608999999837 -7.808289999999033, -36.39885999999933 -7.765669999998863, -36.44087999999829 -7.683029999998325, -36.44541999999819 -7.674109999998109, -36.35724999999911 -7.674069999999119, -36.35304999999789 -7.666639999997642, -36.3595299999979 -7.661349999998492, -36.37054999999782 -7.638159999998607, -36.36585999999807 -7.635889999997744, -36.36149999999907 -7.620079999998779, -36.36671999999817 -7.619939999998678, -36.36830999999802 -7.613129999997909, -36.36133999999765 -7.603749999998399, -36.35263999999916 -7.599429999998392, -36.33155999999872 -7.602449999998498, -36.3190999999988 -7.610319999997955, -36.30146999999852 -7.597829999998794, -36.29579999999805 -7.592459999998027, -36.28979999999865 -7.585609999998269, -36.29792999999881 -7.584629999999379, -36.29950999999892 -7.579539999998815, -36.29020999999921 -7.573759999999311, -36.28419999999824 -7.563159999997879, -36.26192999999876 -7.552329999998619, -36.24636999999893 -7.532239999998637, -36.23698999999942 -7.530079999998634, -36.22975999999835 -7.535709999998289, -36.22509999999784 -7.541779999997743, -36.22400999999809 -7.554399999999077, -36.22676999999931 -7.574479999999312, -36.22002999999859 -7.597539999998844))",2.1157173865410908,0.0135602344266079,69.67925573842089,95.41646027895979,30.99218872754217,19.2660909276278,23.985065150468486,5.460543405628536,3.5620814193411063,8.710433932384701,7.075843389823691,6.9328409470006855,5.308171072159347,37.79,13.59,10.89,13.39,0.19,0.1,27774.43,0.613,96 550,0.2,5.76,1.9,0.58,5.79,12.110833333333336
25,26,2501807.0,25,PB,Bayeux,Nordeste,2504,Mata Paraibana,25022,João Pessoa,0.329177750732,0.00260185914998,"POLYGON ((-34.89144999999917 -7.110899999997855, -34.89532999999938 -7.122289999999339, -34.90196999999898 -7.120449999998527, -34.90427999999883 -7.126649999998335, -34.91285999999855 -7.128239999998186, -34.91885999999795 -7.133679999999003, -34.91763999999785 -7.143079999998008, -34.91091999999844 -7.148669999998674, -34.91099999999824 -7.153839999999036, -34.91651999999885 -7.165519999998651, -34.92427999999927 -7.17051999999785, -34.92702999999892 -7.167129999997996, -34.93419999999787 -7.168549999998504, -34.94715999999789 -7.163499999998749, -34.953059999998 -7.168839999998454, -34.96408999999767 -7.167589999999109, -34.973469999999 -7.175179999998363, -34.95392999999785 -7.144539999999324, -34.94124999999804 -7.124669999999242, -34.92582999999831 -7.11840999999913, -34.92121999999836 -7.12246999999843, -34.91874999999891 -7.11518999999862, -34.91507999999885 -7.115759999998772, -34.9115299999994 -7.106769999998505, -34.91424999999799 -7.102609999998094, -34.90857999999935 -7.102199999999357, -34.9154499999986 -7.093639999999141, -34.91183999999885 -7.078739999999016, -34.90251999999782 -7.088409999998476, -34.89163999999801 -7.095009999999093, -34.89520999999877 -7.105669999999009, -34.89144999999917 -7.110899999997855))",3.794848395078893,0.01635883661599553,76.59622112317871,100.88007009282309,28.52992198936747,24.794824295758772,26.333673810970645,6.142419308981367,4.56326074514746,7.925961561861798,6.857905011300034,7.059417336993091,5.705406296776937,32.16,14.26,11.55,21.55,0.28,0.29,49898.72,0.6890000000000001,17 640,0.17,4.88,2.02,0.55,5.33,12.1075
26,27,2501906.0,25,PB,Belém,Nordeste,2503,Agreste Paraibano,25016,Guarabira,0.489950291136,0.00817935964998,"POLYGON ((-35.47453999999925 -6.769559999998819, -35.48304999999891 -6.774239999998827, -35.49206999999842 -6.77440999999817, -35.49835999999777 -6.772219999998924, -35.50082999999904 -6.770509999998467, -35.50990999999885 -6.758169999999154, -35.52126999999928 -6.758129999998346, -35.52135999999882 -6.751579999998285, -35.53189999999813 -6.744909999999436, -35.53745999999774 -6.73703999999816, -35.53739999999925 -6.725859999998647, -35.54206999999769 -6.722869999997783, -35.54512999999861 -6.720919999997932, -35.545009999998 -6.709239999998317, -35.5400299999983 -6.700279999999111, -35.53965999999855 -6.695259999998598, -35.53988999999819 -6.687299999997776, -35.53079999999864 -6.673729999998613, -35.52560999999878 -6.662349999998696, -35.52564999999777 -6.644889999997758, -35.52564999999777 -6.644249999999374, -35.50810999999885 -6.647659999998723, -35.49203999999918 -6.651279999998224, -35.42305999999917 -6.666779999997743, -35.44640999999865 -6.675959999998668, -35.45548999999846 -6.688979999998992, -35.46565999999802 -6.703559999998106, -35.49603999999817 -6.730219999997644, -35.49813999999787 -6.732059999998455, -35.47494999999799 -6.740309999999226, -35.4431399999994 -6.751389999999446, -35.45900999999867 -6.752929999998742, -35.47453999999925 -6.769559999998819))",2.36556923410148,0.014506993992712854,71.49711785373418,97.8881107972213,31.35098311634473,20.90262972109908,25.07556225980072,5.851477345676558,3.5519196664601864,8.591434852474235,7.1551394613699735,7.14442509252393,5.3214285690376135,38.35,13.65,10.87,15.85,0.09,0.06,31036.83,0.595,7 335,0.22,4.97,2.02,0.54,5.38,12.109166666666667
27,28,2502003.0,25,PB,Belém do Brejo do Cruz,Nordeste,2501,Sertão Paraibano,25001,Catolé do Rocha,1.34403925682,0.049280538600000014,"POLYGON ((-37.23151999999936 -6.027199999998629, -37.22234999999819 -6.041749999998501, -37.20405999999821 -6.037759999999253, -37.19394999999895 -6.047639999998864, -37.17358999999851 -6.04761999999937, -37.17522999999892 -6.054539999999179, -37.17021999999815 -6.082659999998214, -37.17230999999811 -6.098429999998189, -37.16663999999764 -6.109959999997955, -37.17475999999806 -6.141789999997854, -37.16603999999825 -6.153509999998278, -37.15657999999894 -6.15208999999777, -37.16533999999774 -6.169979999998759, -37.17387999999846 -6.179709999998522, -37.19259999999849 -6.182679999998072, -37.19389999999839 -6.197849999998652, -37.20123999999851 -6.205309999999372, -37.23392999999851 -6.212879999999132, -37.23894999999902 -6.204149999997753, -37.24890999999843 -6.201569999999265, -37.24677999999767 -6.1928599999992, -37.25144999999793 -6.190459999997984, -37.26645999999892 -6.191309999998339, -37.27032999999938 -6.186519999999291, -37.27920999999878 -6.187039999998888, -37.28885999999875 -6.185639999997875, -37.28861999999936 -6.190539999997782, -37.2922499999986 -6.186939999997776, -37.30074999999852 -6.188779999998587, -37.32694999999876 -6.176909999998315, -37.33260999999766 -6.170369999998002, -37.34163999999873 -6.168319999998857, -37.36639999999898 -6.173679999998058, -37.37403999999879 -6.174199999997654, -37.40090999999848 -6.192329999998037, -37.41153999999915 -6.191689999997834, -37.43007999999827 -6.199979999999414, -37.43474999999853 -6.19926999999916, -37.43738999999914 -6.209029999998165, -37.44524999999885 -6.216479999999137, -37.45889999999781 -6.221189999998387, -37.46649999999863 -6.232569999998304, -37.48422999999821 -6.243359999998574, -37.49536999999873 -6.242959999997765, -37.51837999999771 -6.241449999997712, -37.52389999999832 -6.24630999999863, -37.53222999999889 -6.244739999998274, -37.53336999999919 -6.242839999998978, -37.54099999999926 -6.243749999997817, -37.55072999999902 -6.239809999999125, -37.57602999999835 -6.246339999997872, -37.58739999999852 -6.257639999997991, -37.60663999999815 -6.26350999999886, -37.61267999999836 -6.270449999998164, -37.61525999999867 -6.259939999998096, -37.62369999999828 -6.247159999998985, -37.61690999999882 -6.229909999998199, -37.61870999999883 -6.206279999998515, -37.61590999999862 -6.175799999999072, -37.59956999999849 -6.173609999998007, -37.58478999999897 -6.162429999998494, -37.57342999999855 -6.158379999998942, -37.573379999998 -6.158229999999094, -37.56927999999789 -6.155039999997825, -37.56030999999894 -6.164139999998952, -37.5396499999988 -6.165529999998398, -37.53600999999799 -6.152439999998023, -37.52152999999817 -6.151389999999083, -37.50254999999925 -6.151739999999336, -37.50304999999935 -6.143999999998414, -37.48902999999882 -6.144039999999222, -37.4826499999981 -6.151279999998224, -37.4737499999992 -6.148339999997916, -37.45859999999811 -6.144609999999375, -37.45356999999785 -6.11967999999797, -37.44534999999814 -6.111809999998513, -37.42560999999841 -6.10859999999775, -37.40746999999828 -6.112389999998413, -37.39183999999841 -6.107779999998456, -37.38199999999779 -6.085159999998723, -37.37843999999859 -6.084739999998419, -37.37121999999908 -6.082379999998011, -37.35408999999891 -6.086089999998876, -37.33543999999893 -6.067059999999401, -37.32847999999831 -6.064309999997931, -37.30885999999919 -6.05735999999888, -37.30024999999841 -6.049859999999171, -37.2952299999979 -6.049699999997756, -37.28657999999814 -6.057589999998527, -37.27213999999913 -6.055309999997917, -37.2632399999984 -6.045959999997649, -37.25612999999794 -6.028079999998226, -37.25026999999864 -6.025519999999233, -37.23151999999936 -6.027199999998629))",2.106498810651852,0.013443752099604104,57.990383078003596,98.55264303879429,34.89350599817698,21.563745134953006,27.68605711556345,4.262473309678793,2.7510868675978406,8.526043456513019,6.517692356341457,6.203046292311367,4.551942995156289,40.48,12.81,10.19,16.28,0.07,0.04,27519.88,0.57,3 393,0.2,6.07,1.85,0.6,5.95,12.111666666666665
28,29,2502052.0,25,PB,Bernardino Batista,Nordeste,2501,Sertão Paraibano,25002,Cajazeiras,0.32377252454300004,0.004121113950000001,"POLYGON ((-38.52136999999857 -6.471679999998742, -38.51300999999876 -6.492999999998574, -38.53672999999799 -6.491659999997864, -38.53599999999824 -6.510859999998502, -38.54207999999926 -6.511649999998554, -38.54219999999805 -6.511739999998099, -38.57093999999779 -6.513559999999416, -38.59173999999803 -6.51886999999806, -38.6016299999992 -6.525629999998273, -38.6067299999977 -6.529119999999239, -38.61016999999811 -6.531889999998384, -38.61575999999877 -6.527749999999287, -38.61193999999887 -6.512789999998859, -38.59461999999803 -6.50003999999899, -38.57005999999819 -6.469799999998941, -38.5694599999988 -6.454479999998512, -38.56529999999839 -6.451109999998152, -38.55604999999923 -6.447239999997691, -38.55508999999802 -6.437109999998938, -38.54546999999911 -6.434379999998782, -38.53471999999783 -6.444569999997839, -38.52136999999857 -6.471679999998742))",2.3024436270434716,0.013475781882745471,58.45849612425771,98.07390873751551,34.17128959241896,21.82869072129429,27.57683921453732,4.254027972916703,2.5599838396400663,8.421398681393004,6.487174016163854,6.123123627345103,4.428508299136508,40.01,13.03,10.45,15.93,0.03,0.03,30099.020000000004,0.551,5 423,0.17,5.75,1.9,0.58,5.78,12.110833333333332
29,30,2502102.0,25,PB,Boa Ventura,Nordeste,2501,Sertão Paraibano,25006,Itaporanga,0.519980242156,0.0139812429001,"POLYGON ((-38.11794999999802 -7.416379999998753, -38.09498999999778 -7.475999999998749, -38.09469999999783 -7.476749999997992, -38.14368999999897 -7.478539999998247, -38.15360999999939 -7.463459999999031, -38.17352999999821 -7.470219999999244, -38.22165999999925 -7.486549999997806, -38.22917999999845 -7.485929999998916, -38.25710999999865 -7.483639999998559, -38.25642999999945 -7.468369999998686, -38.26154999999926 -7.460999999999331, -38.2523999999994 -7.450179999997999, -38.24637999999868 -7.423109999997905, -38.24430999999822 -7.41229999999814, -38.25930999999946 -7.388379999998506, -38.24514999999883 -7.379799999998795, -38.24573999999848 -7.368139999998675, -38.20200999999906 -7.368309999998019, -38.17406999999912 -7.368749999997817, -38.17379999999866 -7.368969999997717, -38.14141999999811 -7.396009999998569, -38.14065999999912 -7.396639999999024, -38.13178999999946 -7.406259999997928, -38.11895999999797 -7.411449999997785, -38.11794999999802 -7.416379999998753))",2.175854682561753,0.012812807229746995,57.411537520194386,96.3704769536208,33.81523958192329,20.513466097263176,26.676508168369523,4.254979265308993,2.723119966972906,8.08827804507458,6.1644876511943485,5.9821783838916645,4.345524353313402,39.74,13.22,10.65,14.77,0.05,0.04,28432.03,0.6,6 972,0.16,5.6,1.92,0.57,5.7,12.1075
30,31,2502151.0,25,PB,Boa Vista,Nordeste,2503,Agreste Paraibano,25017,Campina Grande,0.92126078185,0.0389422622499,"POLYGON ((-36.09205999999904 -7.195399999998699, -36.09393999999884 -7.209239999998317, -36.10229999999865 -7.219739999998637, -36.1046099999985 -7.230549999998402, -36.10253999999804 -7.235599999998158, -36.1059099999984 -7.23815999999897, -36.10873999999785 -7.252289999998538, -36.11060999999791 -7.256399999998393, -36.11443999999938 -7.254699999997683, -36.11394999999902 -7.270349999998871, -36.11402999999882 -7.270799999998417, -36.11906999999883 -7.301739999998972, -36.12827999999899 -7.358249999999316, -36.14732999999796 -7.34588999999869, -36.17538999999852 -7.347009999997681, -36.19556999999804 -7.361359999998967, -36.20202999999856 -7.36257999999907, -36.21138999999857 -7.3550499999983, -36.2255699999987 -7.369579999998678, -36.23688999999831 -7.368089999998119, -36.23861999999826 -7.365979999998672, -36.23345999999765 -7.359769999999116, -36.24122999999781 -7.35486999999921, -36.24147999999877 -7.354889999998704, -36.25154999999904 -7.362419999997655, -36.27230999999847 -7.357699999998658, -36.28092999999899 -7.369429999998829, -36.32331999999769 -7.371739999998681, -36.34538999999859 -7.367459999997664, -36.33050999999796 -7.307129999999233, -36.34338999999818 -7.282739999998739, -36.32576999999765 -7.188349999998536, -36.28535999999804 -7.192699999997785, -36.22217999999884 -7.200229999998555, -36.22422999999799 -7.197019999997792, -36.17038999999932 -7.201429999999164, -36.13979999999901 -7.163979999999356, -36.10939999999937 -7.151749999999083, -36.09450999999899 -7.153599999997823, -36.09205999999904 -7.195399999998699))",2.0258038033514603,0.013631241821870472,69.00794000284219,95.68478919245469,31.291873137873157,19.526080087822933,24.272117177154502,5.856995415308112,3.981201563980554,9.083276447363133,7.373218306324094,7.3273977722160435,5.653580052326412,37.96,13.82,11.15,14.17,0.19,0.11,26565.58,0.688,2 547,0.2,5.76,1.9,0.58,5.79,12.10666666666667
31,32,2502201.0,25,PB,Bom Jesus,Nordeste,2501,Sertão Paraibano,25002,Cajazeiras,0.354674392199,0.00388916585,"POLYGON ((-38.5674399999989 -6.790529999998398, -38.5735799999984 -6.801479999998264, -38.58661999999822 -6.80036999999902, -38.58585999999923 -6.804029999999329, -38.59194999999818 -6.803799999997864, -38.5979699999989 -6.812189999998736, -38.60659999999916 -6.81376999999884, -38.6075899999978 -6.820029999998951, -38.61814999999842 -6.831699999998818, -38.61515999999938 -6.840939999998227, -38.62722999999824 -6.841129999998884, -38.62828999999874 -6.847209999998086, -38.64103999999861 -6.854499999997643, -38.64854999999807 -6.876989999998841, -38.64972999999918 -6.87597999999889, -38.65653999999813 -6.865809999999328, -38.67171999999846 -6.8544699999984, -38.67191999999886 -6.846579999999449, -38.66997999999876 -6.842969999997877, -38.67758999999933 -6.834109999997963, -38.67521999999917 -6.82980999999927, -38.66142999999829 -6.823279999998704, -38.65751999999884 -6.81615999999849, -38.65526999999929 -6.813759999999093, -38.65441999999894 -6.812859999998182, -38.64807999999903 -6.806979999999385, -38.63510999999926 -6.804219999998168, -38.64196999999876 -6.791279999997641, -38.6397799999977 -6.788789999998698, -38.62911999999778 -6.789499999998952, -38.61705999999867 -6.793579999997746, -38.61356999999771 -6.782039999998233, -38.59704999999849 -6.7871899999991, -38.5674399999989 -6.790529999998398))",2.4342993812446907,0.013177142390348236,58.100175946341025,97.35671881731466,33.89851184026733,21.292939752282074,27.20380669536797,4.125639996392718,2.4279586520050698,8.156707143249506,6.211574302502488,5.956532179898595,4.249287874607883,39.98,13.3,10.66,15.54,0.02,0.03,31810.84,0.58,4 994,0.17,5.75,1.9,0.58,5.78,12.109166666666667
32,33,2502300.0,25,PB,Bom Sucesso,Nordeste,2501,Sertão Paraibano,25001,Catolé do Rocha,0.559381825206,0.01507318695,"POLYGON ((-37.95485999999801 -6.407659999998941, -37.94508999999925 -6.422219999998561, -37.92776999999842 -6.421189999999115, -37.91909999999916 -6.4112499999992, -37.91403999999784 -6.413219999998546, -37.91206999999849 -6.419919999998456, -37.89963999999782 -6.420889999999417, -37.89869999999792 -6.420959999997649, -37.86389999999847 -6.449789999998757, -37.88718999999764 -6.499079999997775, -37.89233999999851 -6.512199999999211, -37.89266999999927 -6.513039999998, -37.90372999999818 -6.541259999998147, -37.91605999999774 -6.532689999998183, -37.93209999999817 -6.528869999998278, -37.93237999999837 -6.528819999997722, -37.97951999999896 -6.531229999998686, -37.99750999999924 -6.52733999999873, -38.01488999999856 -6.527239999999438, -38.02563999999802 -6.527599999999438, -38.02699999999822 -6.524799999999232, -38.01913999999852 -6.502959999997984, -38.01695999999902 -6.479329999998299, -38.02640999999858 -6.474359999998342, -38.02146999999786 -6.468059999999241, -38.0125999999982 -6.468449999998484, -38.01961999999912 -6.445609999998851, -38.0078799999992 -6.431789999998728, -38.01404999999795 -6.429989999998725, -38.01334999999926 -6.427029999998922, -37.98866999999882 -6.428239999999278, -37.9799099999982 -6.426689999998416, -37.97873999999865 -6.426289999999426, -37.96832999999788 -6.418339999998352, -37.96767999999793 -6.404719999998633, -37.95504999999866 -6.397809999998572, -37.95485999999801 -6.407659999998941))",2.106498810651852,0.013443752099604104,57.990383078003596,98.55264303879429,34.89350599817698,21.563745134953006,27.68605711556345,4.262473309678793,2.7510868675978406,8.526043456513019,6.517692356341457,6.203046292311367,4.551942995156289,40.48,12.81,10.19,16.28,0.07,0.04,27519.88,0.635,11 797,0.2,6.07,1.85,0.6,5.95,12.108333333333333
33,34,2502409.0,25,PB,Bonito de Santa Fé,Nordeste,2501,Sertão Paraibano,25002,Cajazeiras,0.649501411572,0.0186238808499,"POLYGON ((-38.44408999999905 -7.212679999998727, -38.44286999999895 -7.220759999998336, -38.43107999999847 -7.226489999999103, -38.40617999999813 -7.20719999999892, -38.40562999999929 -7.221279999997932, -38.41158999999789 -7.237809999998717, -38.40319999999883 -7.248229999999239, -38.41279999999824 -7.253669999998237, -38.41609999999855 -7.261239999997997, -38.41946999999891 -7.269899999999325, -38.4165499999981 -7.280989999999292, -38.42137999999795 -7.289419999999154, -38.42164999999841 -7.303029999999126, -38.41347999999925 -7.305699999998978, -38.41267999999945 -7.321149999997942, -38.40846999999849 -7.331249999999272, -38.41487999999845 -7.343129999999292, -38.43256999999903 -7.342749999997977, -38.4403399999992 -7.357939999998052, -38.4532799999979 -7.360989999999219, -38.46289999999863 -7.370579999998881, -38.4767299999985 -7.374579999997877, -38.48028999999769 -7.38162999999804, -38.48630999999841 -7.37912999999935, -38.48681999999826 -7.378919999999198, -38.49540999999772 -7.374539999998888, -38.50272999999834 -7.375019999997676, -38.50476999999773 -7.364639999997962, -38.51595999999881 -7.366819999999279, -38.51629999999932 -7.369519999998374, -38.51982999999927 -7.364519999999175, -38.52403999999842 -7.364259999998467, -38.52805999999873 -7.34950999999819, -38.54375999999866 -7.338669999999183, -38.54902999999831 -7.33458999999857, -38.54872999999861 -7.325419999999212, -38.54999999999927 -7.315059999998994, -38.53975999999784 -7.305809999998019, -38.5342299999993 -7.293389999998908, -38.54227999999785 -7.277989999998681, -38.54178999999931 -7.265499999997701, -38.55174999999872 -7.263159999998607, -38.55408999999781 -7.251449999997931, -38.55079999999907 -7.250999999998385, -38.5453099999977 -7.248289999997723, -38.54374999999891 -7.238139999997657, -38.53062999999929 -7.23055999999815, -38.52366999999867 -7.2312099999981, -38.49920999999813 -7.217119999999341, -38.480349999998 -7.216629999998986, -38.47298999999839 -7.215259999999034, -38.46702999999798 -7.207409999999072, -38.46980999999869 -7.199529999998049, -38.45980999999847 -7.1924999999992, -38.45445999999902 -7.211069999999381, -38.44408999999905 -7.212679999998727))",2.387401957495395,0.012904518968092115,58.452560508025776,96.25207384141554,33.37174046124394,20.543857209558734,26.52103932530609,4.07216959252442,2.450239802197915,7.837867022232717,5.926932277045043,5.785416870327211,4.125738891059143,39.84,13.49,10.9,14.68,0.03,0.02,31190.32,0.573,17 751,0.16,5.6,1.92,0.57,5.7,12.107500000000002
34,35,2502508.0,25,PB,Boqueirão,Nordeste,2502,Borborema,25011,Cariri Oriental,0.925871814436,0.03046823375,"POLYGON ((-36.09899999999834 -7.39165999999932, -36.09685999999783 -7.40617999999813, -36.09588999999869 -7.409899999998743, -36.1019499999984 -7.419449999999415, -36.1034699999982 -7.429859999998371, -36.0978899999991 -7.436579999997775, -36.1046899999983 -7.439609999999448, -36.1044099999981 -7.444069999997737, -36.09477999999945 -7.449839999999313, -36.09457999999904 -7.455179999999018, -36.06742999999915 -7.471389999998792, -36.04882999999791 -7.482499999998254, -36.05778999999893 -7.518349999998463, -36.06696999999804 -7.53041999999914, -36.07342999999855 -7.530859999998938, -36.08277999999882 -7.534179999998742, -36.08345999999801 -7.540669999998499, -36.09243999999853 -7.539389999998093, -36.0997499999994 -7.544459999999162, -36.10973999999806 -7.545089999997799, -36.11220999999932 -7.546409999999014, -36.11054999999942 -7.549639999999272, -36.11641999999847 -7.552479999998468, -36.11315999999897 -7.555419999998776, -36.11759999999776 -7.559759999998278, -36.11759999999776 -7.559979999998177, -36.11523999999918 -7.571959999999308, -36.09510999999839 -7.58125999999902, -36.09491999999773 -7.593949999998586, -36.08694999999898 -7.600459999997838, -36.10333999999784 -7.601629999999204, -36.11607999999796 -7.611309999998412, -36.12051999999858 -7.608639999998559, -36.12693999999829 -7.61109999999826, -36.1365199999982 -7.622599999998783, -36.14234999999826 -7.619909999999436, -36.14216999999917 -7.623579999997673, -36.14592999999877 -7.62423999999919, -36.15274999999929 -7.631039999998393, -36.15190999999868 -7.635179999999309, -36.15753999999833 -7.638249999998152, -36.160969999999 -7.636339999999109, -36.16930999999931 -7.640059999997902, -36.17375999999786 -7.635349999998652, -36.17915999999786 -7.640019999998913, -36.18576999999823 -7.64107999999942, -36.18944999999803 -7.638229999998657, -36.19300999999905 -7.645759999999427, -36.19762999999875 -7.645059999998921, -36.1982999999982 -7.643959999999424, -36.1969999999983 -7.639599999998609, -36.20444999999927 -7.615559999998368, -36.22002999999859 -7.597539999998844, -36.22676999999931 -7.574479999999312, -36.22400999999809 -7.554399999999077, -36.22090999999818 -7.53193999999894, -36.21808999999848 -7.511439999998402, -36.22058999999899 -7.457799999998315, -36.22290999999859 -7.433529999998427, -36.21667999999772 -7.444759999998496, -36.20684999999867 -7.442429999999149, -36.20239999999831 -7.426519999999073, -36.1937999999991 -7.424099999998361, -36.19124999999804 -7.407449999998789, -36.1967599999989 -7.405209999998988, -36.19472999999925 -7.396499999998923, -36.18875999999909 -7.397979999997915, -36.14570999999887 -7.391089999999167, -36.14214999999786 -7.355709999997998, -36.14732999999796 -7.34588999999869, -36.12827999999899 -7.358249999999316, -36.12305999999808 -7.372989999998026, -36.11105999999927 -7.384939999998096, -36.09899999999834 -7.39165999999932))",2.0258038033514603,0.013631241821870472,69.00794000284219,95.68478919245469,31.291873137873157,19.526080087822933,24.272117177154502,5.856995415308112,3.981201563980554,9.083276447363133,7.373218306324094,7.3273977722160435,5.653580052326412,37.96,13.82,11.15,14.17,0.19,0.11,26565.58,0.608,5 395,0.2,6.07,1.85,0.6,5.95,12.103333333333332
